"","julian_day","hr_bin","Common.name","n"
"10558",196,1,"Northern Flicker",1200
"10559",196,1,"Northern Mockingbird",1078
"10560",196,1,"Northern Parula",1200
"10561",196,1,"Osprey",1199
"10562",196,1,"Ovenbird",1200
"10563",196,1,"Pileated Woodpecker",1200
"10564",196,1,"Pine Warbler",1200
"10565",196,1,"Red-bellied Woodpecker",1200
"10566",196,1,"Red-eyed Vireo",1198
"10567",196,1,"Red-headed Woodpecker",1200
"10568",196,1,"Red-shouldered Hawk",1199
"10569",196,1,"Red-tailed Hawk",1200
"10570",196,1,"Red-winged Blackbird",1196
"10571",196,1,"Ruby-throated Hummingbird",1200
"10572",196,1,"Scarlet Tanager",1200
"10573",196,1,"Summer Tanager",1200
"10574",196,1,"Tufted Titmouse",1200
"10575",196,1,"Turkey Vulture",4
"10576",196,1,"White-breasted Nuthatch",1200
"10577",196,1,"White-eyed Vireo",1200
"10578",196,1,"Yellow-billed Cuckoo",1200
"10579",196,1,"Yellow-throated Vireo",1200
"10580",196,1,"Yellow-throated Warbler",1200
"10581",196,2,"Acadian Flycatcher",1200
"10582",196,2,"American Crow",1199
"10583",196,2,"American Goldfinch",1200
"10584",196,2,"American Redstart",1200
"10585",196,2,"Barred Owl",1200
"10586",196,2,"Belted Kingfisher",1200
"10587",196,2,"Black Vulture",1163
"10588",196,2,"Black-and-white Warbler",1200
"10589",196,2,"Blue Grosbeak",1200
"10590",196,2,"Blue Jay",1200
"10591",196,2,"Blue-gray Gnatcatcher",1200
"10592",196,2,"Brown Thrasher",983
"10593",196,2,"Brown-headed Cowbird",1200
"10594",196,2,"Brown-headed Nuthatch",1199
"10595",196,2,"Carolina Chickadee",1199
"10596",196,2,"Carolina Wren",1196
"10597",196,2,"Chimney Swift",1162
"10598",196,2,"Chipping Sparrow",1199
"10599",196,2,"Common Grackle",1194
"10600",196,2,"Common Yellowthroat",1200
"10601",196,2,"Downy Woodpecker",1200
"10602",196,2,"Eastern Bluebird",1196
"10603",196,2,"Eastern Kingbird",1195
"10604",196,2,"Eastern Phoebe",1198
"10605",196,2,"Eastern Towhee",1200
"10606",196,2,"Eastern Wood-Pewee",1200
"10607",196,2,"European Starling",242
"10608",196,2,"Fish Crow",1077
"10609",196,2,"Great Blue Heron",1176
"10610",196,2,"Great Crested Flycatcher",1200
"10611",196,2,"Hairy Woodpecker",1200
"10612",196,2,"House Finch",1075
"10613",196,2,"Indigo Bunting",1200
"10614",196,2,"Killdeer",804
"10615",196,2,"Mourning Dove",1200
"10616",196,2,"Northern Cardinal",1200
"10617",196,2,"Northern Flicker",1200
"10618",196,2,"Northern Mockingbird",1048
"10619",196,2,"Northern Parula",1200
"10620",196,2,"Osprey",1199
"10621",196,2,"Ovenbird",1200
"10622",196,2,"Pileated Woodpecker",1200
"10623",196,2,"Pine Warbler",1200
"10624",196,2,"Red-bellied Woodpecker",1200
"10625",196,2,"Red-eyed Vireo",1197
"10626",196,2,"Red-headed Woodpecker",1200
"10627",196,2,"Red-shouldered Hawk",1196
"10628",196,2,"Red-tailed Hawk",1200
"10629",196,2,"Red-winged Blackbird",1182
"10630",196,2,"Ruby-throated Hummingbird",1200
"10631",196,2,"Scarlet Tanager",1200
"10632",196,2,"Summer Tanager",1200
"10633",196,2,"Tufted Titmouse",1200
"10634",196,2,"White-breasted Nuthatch",1200
"10635",196,2,"White-eyed Vireo",1200
"10636",196,2,"Yellow-billed Cuckoo",1200
"10637",196,2,"Yellow-throated Vireo",1200
"10638",196,2,"Yellow-throated Warbler",1200
"10639",196,3,"Acadian Flycatcher",1199
"10640",196,3,"American Crow",1199
"10641",196,3,"American Goldfinch",1199
"10642",196,3,"American Redstart",1199
"10643",196,3,"Barred Owl",1199
"10644",196,3,"Belted Kingfisher",1199
"10645",196,3,"Black Vulture",1175
"10646",196,3,"Black-and-white Warbler",1199
"10647",196,3,"Blue Grosbeak",1199
"10648",196,3,"Blue Jay",1199
"10649",196,3,"Blue-gray Gnatcatcher",1199
"10650",196,3,"Brown Thrasher",947
"10651",196,3,"Brown-headed Cowbird",1198
"10652",196,3,"Brown-headed Nuthatch",1199
"10653",196,3,"Carolina Chickadee",1199
"10654",196,3,"Carolina Wren",1197
"10655",196,3,"Chimney Swift",1184
"10656",196,3,"Chipping Sparrow",1191
"10657",196,3,"Common Grackle",1192
"10658",196,3,"Common Yellowthroat",1199
"10659",196,3,"Downy Woodpecker",1199
"10660",196,3,"Eastern Bluebird",1189
"10661",196,3,"Eastern Kingbird",1185
"10662",196,3,"Eastern Phoebe",1196
"10663",196,3,"Eastern Towhee",1199
"10664",196,3,"Eastern Wood-Pewee",1199
"10665",196,3,"European Starling",169
"10666",196,3,"Fish Crow",1044
"10667",196,3,"Great Blue Heron",1166
"10668",196,3,"Great Crested Flycatcher",1199
"10669",196,3,"Hairy Woodpecker",1199
"10670",196,3,"House Finch",1094
"10671",196,3,"Indigo Bunting",1199
"10672",196,3,"Killdeer",478
"10673",196,3,"Mourning Dove",1195
"10674",196,3,"Northern Cardinal",1199
"10675",196,3,"Northern Flicker",1199
"10676",196,3,"Northern Mockingbird",1011
"10677",196,3,"Northern Parula",1199
"10678",196,3,"Osprey",1191
"10679",196,3,"Ovenbird",1199
"10680",196,3,"Pileated Woodpecker",1199
"10681",196,3,"Pine Warbler",1199
"10682",196,3,"Red-bellied Woodpecker",1198
"10683",196,3,"Red-eyed Vireo",1198
"10684",196,3,"Red-headed Woodpecker",1199
"10685",196,3,"Red-shouldered Hawk",1188
"10686",196,3,"Red-tailed Hawk",1199
"10687",196,3,"Red-winged Blackbird",1135
"10688",196,3,"Ruby-throated Hummingbird",1199
"10689",196,3,"Scarlet Tanager",1198
"10690",196,3,"Summer Tanager",1199
"10691",196,3,"Tufted Titmouse",1199
"10692",196,3,"Turkey Vulture",14
"10693",196,3,"White-breasted Nuthatch",1199
"10694",196,3,"White-eyed Vireo",1199
"10695",196,3,"Yellow-billed Cuckoo",1199
"10696",196,3,"Yellow-throated Vireo",1199
"10697",196,3,"Yellow-throated Warbler",1199
"10698",197,0,"Acadian Flycatcher",1
"10699",197,0,"American Crow",1
"10700",197,0,"American Goldfinch",1
"10701",197,0,"American Redstart",1
"10702",197,0,"Barred Owl",1
"10703",197,0,"Belted Kingfisher",1
"10704",197,0,"Black Vulture",1
"10705",197,0,"Black-and-white Warbler",1
"10706",197,0,"Blue Grosbeak",1
"10707",197,0,"Blue Jay",1
"10708",197,0,"Blue-gray Gnatcatcher",1
"10709",197,0,"Brown Thrasher",1
"10710",197,0,"Brown-headed Cowbird",1
"10711",197,0,"Brown-headed Nuthatch",1
"10712",197,0,"Carolina Chickadee",1
"10713",197,0,"Carolina Wren",1
"10714",197,0,"Chimney Swift",1
"10715",197,0,"Chipping Sparrow",1
"10716",197,0,"Common Grackle",1
"10717",197,0,"Common Yellowthroat",1
"10718",197,0,"Downy Woodpecker",1
"10719",197,0,"Eastern Bluebird",1
"10720",197,0,"Eastern Kingbird",1
"10721",197,0,"Eastern Phoebe",1
"10722",197,0,"Eastern Towhee",1
"10723",197,0,"Eastern Wood-Pewee",1
"10724",197,0,"Fish Crow",1
"10725",197,0,"Great Blue Heron",1
"10726",197,0,"Great Crested Flycatcher",1
"10727",197,0,"Hairy Woodpecker",1
"10728",197,0,"House Finch",1
"10729",197,0,"Indigo Bunting",1
"10730",197,0,"Killdeer",1
"10731",197,0,"Mourning Dove",1
"10732",197,0,"Northern Cardinal",1
"10733",197,0,"Northern Flicker",1
"10734",197,0,"Northern Mockingbird",1
"10735",197,0,"Northern Parula",1
"10736",197,0,"Osprey",1
"10737",197,0,"Ovenbird",1
"10738",197,0,"Pileated Woodpecker",1
"10739",197,0,"Pine Warbler",1
"10740",197,0,"Red-bellied Woodpecker",1
"10741",197,0,"Red-eyed Vireo",1
"10742",197,0,"Red-headed Woodpecker",1
"10743",197,0,"Red-shouldered Hawk",1
"10744",197,0,"Red-tailed Hawk",1
"10745",197,0,"Red-winged Blackbird",1
"10746",197,0,"Ruby-throated Hummingbird",1
"10747",197,0,"Scarlet Tanager",1
"10748",197,0,"Summer Tanager",1
"10749",197,0,"Tufted Titmouse",1
"10750",197,0,"White-breasted Nuthatch",1
"10751",197,0,"White-eyed Vireo",1
"10752",197,0,"Yellow-billed Cuckoo",1
"10753",197,0,"Yellow-throated Vireo",1
"10754",197,0,"Yellow-throated Warbler",1
"10755",197,1,"Acadian Flycatcher",1200
"10756",197,1,"American Crow",1200
"10757",197,1,"American Goldfinch",1200
"10758",197,1,"American Redstart",1200
"10759",197,1,"Barred Owl",1200
"10760",197,1,"Belted Kingfisher",1200
"10761",197,1,"Black Vulture",1197
"10762",197,1,"Black-and-white Warbler",1200
"10763",197,1,"Blue Grosbeak",1200
"10764",197,1,"Blue Jay",1200
"10765",197,1,"Blue-gray Gnatcatcher",1200
"10766",197,1,"Brown Thrasher",1150
"10767",197,1,"Brown-headed Cowbird",1200
"10768",197,1,"Brown-headed Nuthatch",1198
"10769",197,1,"Carolina Chickadee",1200
"10770",197,1,"Carolina Wren",1194
"10771",197,1,"Chimney Swift",1190
"10772",197,1,"Chipping Sparrow",1200
"10773",197,1,"Common Grackle",1200
"10774",197,1,"Common Yellowthroat",1200
"10775",197,1,"Downy Woodpecker",1200
"10776",197,1,"Eastern Bluebird",1199
"10777",197,1,"Eastern Kingbird",1131
"10778",197,1,"Eastern Phoebe",1200
"10779",197,1,"Eastern Towhee",1200
"10780",197,1,"Eastern Wood-Pewee",1200
"10781",197,1,"European Starling",366
"10782",197,1,"Fish Crow",1187
"10783",197,1,"Great Blue Heron",1199
"10784",197,1,"Great Crested Flycatcher",1200
"10785",197,1,"Hairy Woodpecker",1200
"10786",197,1,"House Finch",1180
"10787",197,1,"Indigo Bunting",1200
"10788",197,1,"Killdeer",924
"10789",197,1,"Mourning Dove",1200
"10790",197,1,"Northern Cardinal",1200
"10791",197,1,"Northern Flicker",1200
"10792",197,1,"Northern Mockingbird",1177
"10793",197,1,"Northern Parula",1200
"10794",197,1,"Osprey",1198
"10795",197,1,"Ovenbird",1200
"10796",197,1,"Pileated Woodpecker",1200
"10797",197,1,"Pine Warbler",1200
"10798",197,1,"Red-bellied Woodpecker",1200
"10799",197,1,"Red-eyed Vireo",1200
"10800",197,1,"Red-headed Woodpecker",1200
"10801",197,1,"Red-shouldered Hawk",1200
"10802",197,1,"Red-tailed Hawk",1200
"10803",197,1,"Red-winged Blackbird",1193
"10804",197,1,"Ruby-throated Hummingbird",1200
"10805",197,1,"Scarlet Tanager",1200
"10806",197,1,"Summer Tanager",1200
"10807",197,1,"Tufted Titmouse",1200
"10808",197,1,"Turkey Vulture",6
"10809",197,1,"White-breasted Nuthatch",1200
"10810",197,1,"White-eyed Vireo",1200
"10811",197,1,"Yellow-billed Cuckoo",1200
"10812",197,1,"Yellow-throated Vireo",1200
"10813",197,1,"Yellow-throated Warbler",1200
"10814",197,2,"Acadian Flycatcher",1200
"10815",197,2,"American Crow",1200
"10816",197,2,"American Goldfinch",1200
"10817",197,2,"American Redstart",1200
"10818",197,2,"Barred Owl",1200
"10819",197,2,"Belted Kingfisher",1200
"10820",197,2,"Black Vulture",1190
"10821",197,2,"Black-and-white Warbler",1200
"10822",197,2,"Blue Grosbeak",1200
"10823",197,2,"Blue Jay",1199
"10824",197,2,"Blue-gray Gnatcatcher",1200
"10825",197,2,"Brown Thrasher",1129
"10826",197,2,"Brown-headed Cowbird",1200
"10827",197,2,"Brown-headed Nuthatch",1198
"10828",197,2,"Carolina Chickadee",1200
"10829",197,2,"Carolina Wren",1194
"10830",197,2,"Chimney Swift",1181
"10831",197,2,"Chipping Sparrow",1197
"10832",197,2,"Common Grackle",1196
"10833",197,2,"Common Yellowthroat",1200
"10834",197,2,"Downy Woodpecker",1200
"10835",197,2,"Eastern Bluebird",1196
"10836",197,2,"Eastern Kingbird",1199
"10837",197,2,"Eastern Phoebe",1199
"10838",197,2,"Eastern Towhee",1200
"10839",197,2,"Eastern Wood-Pewee",1200
"10840",197,2,"European Starling",299
"10841",197,2,"Fish Crow",1173
"10842",197,2,"Great Blue Heron",1200
"10843",197,2,"Great Crested Flycatcher",1200
"10844",197,2,"Hairy Woodpecker",1200
"10845",197,2,"House Finch",1153
"10846",197,2,"Indigo Bunting",1200
"10847",197,2,"Killdeer",1048
"10848",197,2,"Mourning Dove",1198
"10849",197,2,"Northern Cardinal",1199
"10850",197,2,"Northern Flicker",1200
"10851",197,2,"Northern Mockingbird",1139
"10852",197,2,"Northern Parula",1200
"10853",197,2,"Osprey",1199
"10854",197,2,"Ovenbird",1200
"10855",197,2,"Pileated Woodpecker",1200
"10856",197,2,"Pine Warbler",1200
"10857",197,2,"Red-bellied Woodpecker",1198
"10858",197,2,"Red-eyed Vireo",1199
"10859",197,2,"Red-headed Woodpecker",1200
"10860",197,2,"Red-shouldered Hawk",1199
"10861",197,2,"Red-tailed Hawk",1200
"10862",197,2,"Red-winged Blackbird",1190
"10863",197,2,"Ruby-throated Hummingbird",1200
"10864",197,2,"Scarlet Tanager",1200
"10865",197,2,"Summer Tanager",1200
"10866",197,2,"Tufted Titmouse",1200
"10867",197,2,"Turkey Vulture",11
"10868",197,2,"White-breasted Nuthatch",1199
"10869",197,2,"White-eyed Vireo",1200
"10870",197,2,"Yellow-billed Cuckoo",1200
"10871",197,2,"Yellow-throated Vireo",1200
"10872",197,2,"Yellow-throated Warbler",1200
"10873",197,3,"Acadian Flycatcher",1199
"10874",197,3,"American Crow",1199
"10875",197,3,"American Goldfinch",1194
"10876",197,3,"American Redstart",1199
"10877",197,3,"Barred Owl",1198
"10878",197,3,"Belted Kingfisher",1199
"10879",197,3,"Black Vulture",1135
"10880",197,3,"Black-and-white Warbler",1199
"10881",197,3,"Blue Grosbeak",1199
"10882",197,3,"Blue Jay",1198
"10883",197,3,"Blue-gray Gnatcatcher",1199
"10884",197,3,"Brown Thrasher",1046
"10885",197,3,"Brown-headed Cowbird",1199
"10886",197,3,"Brown-headed Nuthatch",1196
"10887",197,3,"Carolina Chickadee",1199
"10888",197,3,"Carolina Wren",1192
"10889",197,3,"Chimney Swift",1141
"10890",197,3,"Chipping Sparrow",1199
"10891",197,3,"Common Grackle",1190
"10892",197,3,"Common Yellowthroat",1199
"10893",197,3,"Downy Woodpecker",1198
"10894",197,3,"Eastern Bluebird",1185
"10895",197,3,"Eastern Kingbird",1186
"10896",197,3,"Eastern Phoebe",1197
"10897",197,3,"Eastern Towhee",1199
"10898",197,3,"Eastern Wood-Pewee",1199
"10899",197,3,"European Starling",178
"10900",197,3,"Fish Crow",1087
"10901",197,3,"Great Blue Heron",1163
"10902",197,3,"Great Crested Flycatcher",1199
"10903",197,3,"Hairy Woodpecker",1199
"10904",197,3,"House Finch",1133
"10905",197,3,"Indigo Bunting",1199
"10906",197,3,"Killdeer",903
"10907",197,3,"Mourning Dove",1194
"10908",197,3,"Northern Cardinal",1198
"10909",197,3,"Northern Flicker",1198
"10910",197,3,"Northern Mockingbird",1065
"10911",197,3,"Northern Parula",1199
"10912",197,3,"Osprey",1196
"10913",197,3,"Ovenbird",1199
"10914",197,3,"Pileated Woodpecker",1199
"10915",197,3,"Pine Warbler",1199
"10916",197,3,"Red-bellied Woodpecker",1199
"10917",197,3,"Red-eyed Vireo",1199
"10918",197,3,"Red-headed Woodpecker",1197
"10919",197,3,"Red-shouldered Hawk",1189
"10920",197,3,"Red-tailed Hawk",1199
"10921",197,3,"Red-winged Blackbird",1157
"10922",197,3,"Ruby-throated Hummingbird",1199
"10923",197,3,"Scarlet Tanager",1199
"10924",197,3,"Summer Tanager",1199
"10925",197,3,"Tufted Titmouse",1199
"10926",197,3,"Turkey Vulture",87
"10927",197,3,"White-breasted Nuthatch",1196
"10928",197,3,"White-eyed Vireo",1199
"10929",197,3,"Yellow-billed Cuckoo",1199
"10930",197,3,"Yellow-throated Vireo",1199
"10931",197,3,"Yellow-throated Warbler",1199
"10932",198,0,"Acadian Flycatcher",1
"10933",198,0,"American Crow",1
"10934",198,0,"American Goldfinch",1
"10935",198,0,"American Redstart",1
"10936",198,0,"Barred Owl",1
"10937",198,0,"Belted Kingfisher",1
"10938",198,0,"Black Vulture",1
"10939",198,0,"Black-and-white Warbler",1
"10940",198,0,"Blue Grosbeak",1
"10941",198,0,"Blue Jay",1
"10942",198,0,"Blue-gray Gnatcatcher",1
"10943",198,0,"Brown Thrasher",1
"10944",198,0,"Brown-headed Cowbird",1
"10945",198,0,"Brown-headed Nuthatch",1
"10946",198,0,"Carolina Chickadee",1
"10947",198,0,"Carolina Wren",1
"10948",198,0,"Chimney Swift",1
"10949",198,0,"Chipping Sparrow",1
"10950",198,0,"Common Grackle",1
"10951",198,0,"Common Yellowthroat",1
"10952",198,0,"Downy Woodpecker",1
"10953",198,0,"Eastern Bluebird",1
"10954",198,0,"Eastern Kingbird",1
"10955",198,0,"Eastern Phoebe",1
"10956",198,0,"Eastern Towhee",1
"10957",198,0,"Eastern Wood-Pewee",1
"10958",198,0,"Fish Crow",1
"10959",198,0,"Great Blue Heron",1
"10960",198,0,"Great Crested Flycatcher",1
"10961",198,0,"Hairy Woodpecker",1
"10962",198,0,"House Finch",1
"10963",198,0,"Indigo Bunting",1
"10964",198,0,"Killdeer",1
"10965",198,0,"Mourning Dove",1
"10966",198,0,"Northern Cardinal",1
"10967",198,0,"Northern Flicker",1
"10968",198,0,"Northern Mockingbird",1
"10969",198,0,"Northern Parula",1
"10970",198,0,"Osprey",1
"10971",198,0,"Ovenbird",1
"10972",198,0,"Pileated Woodpecker",1
"10973",198,0,"Pine Warbler",1
"10974",198,0,"Red-bellied Woodpecker",1
"10975",198,0,"Red-eyed Vireo",1
"10976",198,0,"Red-headed Woodpecker",1
"10977",198,0,"Red-shouldered Hawk",1
"10978",198,0,"Red-tailed Hawk",1
"10979",198,0,"Red-winged Blackbird",1
"10980",198,0,"Ruby-throated Hummingbird",1
"10981",198,0,"Scarlet Tanager",1
"10982",198,0,"Summer Tanager",1
"10983",198,0,"Tufted Titmouse",1
"10984",198,0,"White-breasted Nuthatch",1
"10985",198,0,"White-eyed Vireo",1
"10986",198,0,"Yellow-billed Cuckoo",1
"10987",198,0,"Yellow-throated Vireo",1
"10988",198,0,"Yellow-throated Warbler",1
"10989",198,1,"Acadian Flycatcher",1200
"10990",198,1,"American Crow",1199
"10991",198,1,"American Goldfinch",1200
"10992",198,1,"American Redstart",1200
"10993",198,1,"Barred Owl",1199
"10994",198,1,"Belted Kingfisher",1200
"10995",198,1,"Black Vulture",1165
"10996",198,1,"Black-and-white Warbler",1200
"10997",198,1,"Blue Grosbeak",1200
"10998",198,1,"Blue Jay",1200
"10999",198,1,"Blue-gray Gnatcatcher",1200
"11000",198,1,"Brown Thrasher",1105
"11001",198,1,"Brown-headed Cowbird",1200
"11002",198,1,"Brown-headed Nuthatch",1200
"11003",198,1,"Carolina Chickadee",1200
"11004",198,1,"Carolina Wren",1198
"11005",198,1,"Chimney Swift",1098
"11006",198,1,"Chipping Sparrow",1200
"11007",198,1,"Common Grackle",1200
"11008",198,1,"Common Yellowthroat",1200
"11009",198,1,"Downy Woodpecker",1199
"11010",198,1,"Eastern Bluebird",1199
"11011",198,1,"Eastern Kingbird",1156
"11012",198,1,"Eastern Phoebe",1199
"11013",198,1,"Eastern Towhee",1200
"11014",198,1,"Eastern Wood-Pewee",1200
"11015",198,1,"European Starling",237
"11016",198,1,"Fish Crow",1128
"11017",198,1,"Great Blue Heron",1193
"11018",198,1,"Great Crested Flycatcher",1200
"11019",198,1,"Hairy Woodpecker",1199
"11020",198,1,"House Finch",1138
"11021",198,1,"Indigo Bunting",1200
"11022",198,1,"Killdeer",713
"11023",198,1,"Mourning Dove",1200
"11024",198,1,"Northern Cardinal",1200
"11025",198,1,"Northern Flicker",1199
"11026",198,1,"Northern Mockingbird",1104
"11027",198,1,"Northern Parula",1200
"11028",198,1,"Osprey",1194
"11029",198,1,"Ovenbird",1200
"11030",198,1,"Pileated Woodpecker",1199
"11031",198,1,"Pine Warbler",1200
"11032",198,1,"Red-bellied Woodpecker",1200
"11033",198,1,"Red-eyed Vireo",1199
"11034",198,1,"Red-headed Woodpecker",1200
"11035",198,1,"Red-shouldered Hawk",1200
"11036",198,1,"Red-tailed Hawk",1200
"11037",198,1,"Red-winged Blackbird",1192
"11038",198,1,"Ruby-throated Hummingbird",1200
"11039",198,1,"Scarlet Tanager",1200
"11040",198,1,"Summer Tanager",1200
"11041",198,1,"Tufted Titmouse",1200
"11042",198,1,"Turkey Vulture",10
"11043",198,1,"White-breasted Nuthatch",1200
"11044",198,1,"White-eyed Vireo",1200
"11045",198,1,"Yellow-billed Cuckoo",1200
"11046",198,1,"Yellow-throated Vireo",1200
"11047",198,1,"Yellow-throated Warbler",1200
"11048",198,2,"Acadian Flycatcher",1200
"11049",198,2,"American Crow",1200
"11050",198,2,"American Goldfinch",1200
"11051",198,2,"American Redstart",1200
"11052",198,2,"Barred Owl",1200
"11053",198,2,"Belted Kingfisher",1200
"11054",198,2,"Black Vulture",1189
"11055",198,2,"Black-and-white Warbler",1200
"11056",198,2,"Blue Grosbeak",1200
"11057",198,2,"Blue Jay",1200
"11058",198,2,"Blue-gray Gnatcatcher",1200
"11059",198,2,"Brown Thrasher",1064
"11060",198,2,"Brown-headed Cowbird",1200
"11061",198,2,"Brown-headed Nuthatch",1200
"11062",198,2,"Carolina Chickadee",1200
"11063",198,2,"Carolina Wren",1192
"11064",198,2,"Chimney Swift",1107
"11065",198,2,"Chipping Sparrow",1199
"11066",198,2,"Common Grackle",1198
"11067",198,2,"Common Yellowthroat",1200
"11068",198,2,"Downy Woodpecker",1200
"11069",198,2,"Eastern Bluebird",1200
"11070",198,2,"Eastern Kingbird",1193
"11071",198,2,"Eastern Phoebe",1200
"11072",198,2,"Eastern Towhee",1200
"11073",198,2,"Eastern Wood-Pewee",1200
"11074",198,2,"European Starling",286
"11075",198,2,"Fish Crow",1095
"11076",198,2,"Great Blue Heron",1199
"11077",198,2,"Great Crested Flycatcher",1200
"11078",198,2,"Hairy Woodpecker",1200
"11079",198,2,"House Finch",1132
"11080",198,2,"Indigo Bunting",1200
"11081",198,2,"Killdeer",945
"11082",198,2,"Mourning Dove",1200
"11083",198,2,"Northern Cardinal",1200
"11084",198,2,"Northern Flicker",1200
"11085",198,2,"Northern Mockingbird",1114
"11086",198,2,"Northern Parula",1200
"11087",198,2,"Osprey",1173
"11088",198,2,"Ovenbird",1200
"11089",198,2,"Pileated Woodpecker",1200
"11090",198,2,"Pine Warbler",1200
"11091",198,2,"Red-bellied Woodpecker",1200
"11092",198,2,"Red-eyed Vireo",1198
"11093",198,2,"Red-headed Woodpecker",1200
"11094",198,2,"Red-shouldered Hawk",1200
"11095",198,2,"Red-tailed Hawk",1200
"11096",198,2,"Red-winged Blackbird",1186
"11097",198,2,"Ruby-throated Hummingbird",1200
"11098",198,2,"Scarlet Tanager",1200
"11099",198,2,"Summer Tanager",1200
"11100",198,2,"Tufted Titmouse",1200
"11101",198,2,"Turkey Vulture",8
"11102",198,2,"White-breasted Nuthatch",1199
"11103",198,2,"White-eyed Vireo",1199
"11104",198,2,"Yellow-billed Cuckoo",1200
"11105",198,2,"Yellow-throated Vireo",1200
"11106",198,2,"Yellow-throated Warbler",1200
"11107",198,3,"Acadian Flycatcher",1199
"11108",198,3,"American Crow",1199
"11109",198,3,"American Goldfinch",1199
"11110",198,3,"American Redstart",1199
"11111",198,3,"Barred Owl",1199
"11112",198,3,"Belted Kingfisher",1199
"11113",198,3,"Black Vulture",1156
"11114",198,3,"Black-and-white Warbler",1199
"11115",198,3,"Blue Grosbeak",1199
"11116",198,3,"Blue Jay",1197
"11117",198,3,"Blue-gray Gnatcatcher",1199
"11118",198,3,"Brown Thrasher",1002
"11119",198,3,"Brown-headed Cowbird",1198
"11120",198,3,"Brown-headed Nuthatch",1196
"11121",198,3,"Carolina Chickadee",1199
"11122",198,3,"Carolina Wren",1183
"11123",198,3,"Chimney Swift",1160
"11124",198,3,"Chipping Sparrow",1194
"11125",198,3,"Common Grackle",1184
"11126",198,3,"Common Yellowthroat",1199
"11127",198,3,"Downy Woodpecker",1199
"11128",198,3,"Eastern Bluebird",1181
"11129",198,3,"Eastern Kingbird",1196
"11130",198,3,"Eastern Phoebe",1196
"11131",198,3,"Eastern Towhee",1199
"11132",198,3,"Eastern Wood-Pewee",1199
"11133",198,3,"European Starling",367
"11134",198,3,"Fish Crow",1143
"11135",198,3,"Great Blue Heron",1180
"11136",198,3,"Great Crested Flycatcher",1199
"11137",198,3,"Hairy Woodpecker",1198
"11138",198,3,"House Finch",1085
"11139",198,3,"Indigo Bunting",1199
"11140",198,3,"Killdeer",896
"11141",198,3,"Mourning Dove",1165
"11142",198,3,"Northern Cardinal",1198
"11143",198,3,"Northern Flicker",1197
"11144",198,3,"Northern Mockingbird",1016
"11145",198,3,"Northern Parula",1199
"11146",198,3,"Osprey",1163
"11147",198,3,"Ovenbird",1199
"11148",198,3,"Pileated Woodpecker",1199
"11149",198,3,"Pine Warbler",1199
"11150",198,3,"Red-bellied Woodpecker",1198
"11151",198,3,"Red-eyed Vireo",1189
"11152",198,3,"Red-headed Woodpecker",1198
"11153",198,3,"Red-shouldered Hawk",1189
"11154",198,3,"Red-tailed Hawk",1198
"11155",198,3,"Red-winged Blackbird",1170
"11156",198,3,"Ruby-throated Hummingbird",1199
"11157",198,3,"Scarlet Tanager",1199
"11158",198,3,"Summer Tanager",1199
"11159",198,3,"Tufted Titmouse",1199
"11160",198,3,"Turkey Vulture",16
"11161",198,3,"White-breasted Nuthatch",1195
"11162",198,3,"White-eyed Vireo",1198
"11163",198,3,"Yellow-billed Cuckoo",1199
"11164",198,3,"Yellow-throated Vireo",1199
"11165",198,3,"Yellow-throated Warbler",1199
"11166",199,0,"Acadian Flycatcher",1
"11167",199,0,"American Crow",1
"11168",199,0,"American Goldfinch",1
"11169",199,0,"American Redstart",1
"11170",199,0,"Barred Owl",1
"11171",199,0,"Belted Kingfisher",1
"11172",199,0,"Black Vulture",1
"11173",199,0,"Black-and-white Warbler",1
"11174",199,0,"Blue Grosbeak",1
"11175",199,0,"Blue Jay",1
"11176",199,0,"Blue-gray Gnatcatcher",1
"11177",199,0,"Brown Thrasher",1
"11178",199,0,"Brown-headed Cowbird",1
"11179",199,0,"Brown-headed Nuthatch",1
"11180",199,0,"Carolina Chickadee",1
"11181",199,0,"Carolina Wren",1
"11182",199,0,"Chipping Sparrow",1
"11183",199,0,"Common Grackle",1
"11184",199,0,"Common Yellowthroat",1
"11185",199,0,"Downy Woodpecker",1
"11186",199,0,"Eastern Bluebird",1
"11187",199,0,"Eastern Phoebe",1
"11188",199,0,"Eastern Towhee",1
"11189",199,0,"Eastern Wood-Pewee",1
"11190",199,0,"Fish Crow",1
"11191",199,0,"Great Blue Heron",1
"11192",199,0,"Great Crested Flycatcher",1
"11193",199,0,"Hairy Woodpecker",1
"11194",199,0,"House Finch",1
"11195",199,0,"Indigo Bunting",1
"11196",199,0,"Mourning Dove",1
"11197",199,0,"Northern Cardinal",1
"11198",199,0,"Northern Flicker",1
"11199",199,0,"Northern Mockingbird",1
"11200",199,0,"Northern Parula",1
"11201",199,0,"Osprey",1
"11202",199,0,"Ovenbird",1
"11203",199,0,"Pileated Woodpecker",1
"11204",199,0,"Pine Warbler",1
"11205",199,0,"Red-bellied Woodpecker",1
"11206",199,0,"Red-eyed Vireo",1
"11207",199,0,"Red-headed Woodpecker",1
"11208",199,0,"Red-shouldered Hawk",1
"11209",199,0,"Red-tailed Hawk",1
"11210",199,0,"Red-winged Blackbird",1
"11211",199,0,"Ruby-throated Hummingbird",1
"11212",199,0,"Scarlet Tanager",1
