"","julian_day","hr_bin","Common.name","n"
"2207",160,2,"Great Blue Heron",1198
"2208",160,2,"Great Crested Flycatcher",1200
"2209",160,2,"Hairy Woodpecker",1198
"2210",160,2,"House Finch",881
"2211",160,2,"Indigo Bunting",1200
"2212",160,2,"Killdeer",929
"2213",160,2,"Mourning Dove",1194
"2214",160,2,"Northern Cardinal",1191
"2215",160,2,"Northern Flicker",1192
"2216",160,2,"Northern Mockingbird",1008
"2217",160,2,"Northern Parula",1200
"2218",160,2,"Osprey",1138
"2219",160,2,"Ovenbird",1200
"2220",160,2,"Pileated Woodpecker",1200
"2221",160,2,"Pine Warbler",1199
"2222",160,2,"Red-bellied Woodpecker",1193
"2223",160,2,"Red-eyed Vireo",1192
"2224",160,2,"Red-headed Woodpecker",1199
"2225",160,2,"Red-shouldered Hawk",1198
"2226",160,2,"Red-tailed Hawk",1200
"2227",160,2,"Red-winged Blackbird",1184
"2228",160,2,"Ruby-throated Hummingbird",1198
"2229",160,2,"Scarlet Tanager",1199
"2230",160,2,"Summer Tanager",1200
"2231",160,2,"Tufted Titmouse",1199
"2232",160,2,"Turkey Vulture",13
"2233",160,2,"White-breasted Nuthatch",1179
"2234",160,2,"White-eyed Vireo",1198
"2235",160,2,"Yellow-billed Cuckoo",1200
"2236",160,2,"Yellow-throated Vireo",1196
"2237",160,2,"Yellow-throated Warbler",1200
"2238",160,3,"Acadian Flycatcher",1199
"2239",160,3,"American Crow",1198
"2240",160,3,"American Goldfinch",1199
"2241",160,3,"American Redstart",1199
"2242",160,3,"Barred Owl",1199
"2243",160,3,"Belted Kingfisher",1199
"2244",160,3,"Black Vulture",1074
"2245",160,3,"Black-and-white Warbler",1199
"2246",160,3,"Blue Grosbeak",1199
"2247",160,3,"Blue Jay",1199
"2248",160,3,"Blue-gray Gnatcatcher",1199
"2249",160,3,"Brown Thrasher",1075
"2250",160,3,"Brown-headed Cowbird",1199
"2251",160,3,"Brown-headed Nuthatch",1199
"2252",160,3,"Carolina Chickadee",1199
"2253",160,3,"Carolina Wren",1192
"2254",160,3,"Chimney Swift",996
"2255",160,3,"Chipping Sparrow",1194
"2256",160,3,"Common Grackle",1193
"2257",160,3,"Common Yellowthroat",1199
"2258",160,3,"Downy Woodpecker",1191
"2259",160,3,"Eastern Bluebird",1198
"2260",160,3,"Eastern Kingbird",1197
"2261",160,3,"Eastern Phoebe",1199
"2262",160,3,"Eastern Towhee",1199
"2263",160,3,"Eastern Wood-Pewee",1199
"2264",160,3,"European Starling",106
"2265",160,3,"Fish Crow",926
"2266",160,3,"Great Blue Heron",1199
"2267",160,3,"Great Crested Flycatcher",1199
"2268",160,3,"Hairy Woodpecker",1196
"2269",160,3,"House Finch",929
"2270",160,3,"Indigo Bunting",1199
"2271",160,3,"Killdeer",897
"2272",160,3,"Mourning Dove",1199
"2273",160,3,"Northern Cardinal",1199
"2274",160,3,"Northern Flicker",1196
"2275",160,3,"Northern Mockingbird",1034
"2276",160,3,"Northern Parula",1199
"2277",160,3,"Osprey",1142
"2278",160,3,"Ovenbird",1199
"2279",160,3,"Pileated Woodpecker",1199
"2280",160,3,"Pine Warbler",1199
"2281",160,3,"Red-bellied Woodpecker",1199
"2282",160,3,"Red-eyed Vireo",1198
"2283",160,3,"Red-headed Woodpecker",1199
"2284",160,3,"Red-shouldered Hawk",1194
"2285",160,3,"Red-tailed Hawk",1199
"2286",160,3,"Red-winged Blackbird",1192
"2287",160,3,"Ruby-throated Hummingbird",1199
"2288",160,3,"Scarlet Tanager",1199
"2289",160,3,"Summer Tanager",1199
"2290",160,3,"Tufted Titmouse",1199
"2291",160,3,"Turkey Vulture",17
"2292",160,3,"White-breasted Nuthatch",1187
"2293",160,3,"White-eyed Vireo",1199
"2294",160,3,"Yellow-billed Cuckoo",1199
"2295",160,3,"Yellow-throated Vireo",1199
"2296",160,3,"Yellow-throated Warbler",1199
"2297",161,0,"Acadian Flycatcher",1
"2298",161,0,"American Crow",1
"2299",161,0,"American Goldfinch",1
"2300",161,0,"American Redstart",1
"2301",161,0,"Barred Owl",1
"2302",161,0,"Belted Kingfisher",1
"2303",161,0,"Black-and-white Warbler",1
"2304",161,0,"Blue Grosbeak",1
"2305",161,0,"Blue Jay",1
"2306",161,0,"Blue-gray Gnatcatcher",1
"2307",161,0,"Brown-headed Cowbird",1
"2308",161,0,"Brown-headed Nuthatch",1
"2309",161,0,"Carolina Chickadee",1
"2310",161,0,"Carolina Wren",1
"2311",161,0,"Chimney Swift",1
"2312",161,0,"Chipping Sparrow",1
"2313",161,0,"Common Grackle",1
"2314",161,0,"Common Yellowthroat",1
"2315",161,0,"Downy Woodpecker",1
"2316",161,0,"Eastern Bluebird",1
"2317",161,0,"Eastern Towhee",1
"2318",161,0,"Eastern Wood-Pewee",1
"2319",161,0,"Fish Crow",1
"2320",161,0,"Great Crested Flycatcher",1
"2321",161,0,"Hairy Woodpecker",1
"2322",161,0,"House Finch",1
"2323",161,0,"Indigo Bunting",1
"2324",161,0,"Mourning Dove",1
"2325",161,0,"Northern Cardinal",1
"2326",161,0,"Northern Flicker",1
"2327",161,0,"Northern Parula",1
"2328",161,0,"Osprey",1
"2329",161,0,"Ovenbird",1
"2330",161,0,"Pileated Woodpecker",1
"2331",161,0,"Pine Warbler",1
"2332",161,0,"Red-bellied Woodpecker",1
"2333",161,0,"Red-eyed Vireo",1
"2334",161,0,"Red-headed Woodpecker",1
"2335",161,0,"Red-shouldered Hawk",1
"2336",161,0,"Red-tailed Hawk",1
"2337",161,0,"Red-winged Blackbird",1
"2338",161,0,"Ruby-throated Hummingbird",1
"2339",161,0,"Scarlet Tanager",1
"2340",161,0,"Summer Tanager",1
"2341",161,0,"Tufted Titmouse",1
"2342",161,0,"White-breasted Nuthatch",1
"2343",161,0,"White-eyed Vireo",1
"2344",161,0,"Yellow-billed Cuckoo",1
"2345",161,0,"Yellow-throated Vireo",1
"2346",161,0,"Yellow-throated Warbler",1
"2347",161,1,"Acadian Flycatcher",1200
"2348",161,1,"American Crow",1194
"2349",161,1,"American Goldfinch",1173
"2350",161,1,"American Redstart",1200
"2351",161,1,"Barred Owl",1198
"2352",161,1,"Belted Kingfisher",1198
"2353",161,1,"Black Vulture",1086
"2354",161,1,"Black-and-white Warbler",1200
"2355",161,1,"Blue Grosbeak",1200
"2356",161,1,"Blue Jay",1199
"2357",161,1,"Blue-gray Gnatcatcher",1200
"2358",161,1,"Brown Thrasher",464
"2359",161,1,"Brown-headed Cowbird",1200
"2360",161,1,"Brown-headed Nuthatch",1189
"2361",161,1,"Carolina Chickadee",1184
"2362",161,1,"Carolina Wren",1172
"2363",161,1,"Chimney Swift",1181
"2364",161,1,"Chipping Sparrow",1174
"2365",161,1,"Common Grackle",1175
"2366",161,1,"Common Yellowthroat",1196
"2367",161,1,"Downy Woodpecker",1180
"2368",161,1,"Eastern Bluebird",1195
"2369",161,1,"Eastern Kingbird",1186
"2370",161,1,"Eastern Phoebe",1125
"2371",161,1,"Eastern Towhee",1200
"2372",161,1,"Eastern Wood-Pewee",1200
"2373",161,1,"European Starling",449
"2374",161,1,"Fish Crow",1082
"2375",161,1,"Great Blue Heron",996
"2376",161,1,"Great Crested Flycatcher",1200
"2377",161,1,"Hairy Woodpecker",1151
"2378",161,1,"House Finch",1168
"2379",161,1,"Indigo Bunting",1199
"2380",161,1,"Killdeer",371
"2381",161,1,"Mourning Dove",1193
"2382",161,1,"Northern Cardinal",1197
"2383",161,1,"Northern Flicker",1193
"2384",161,1,"Northern Mockingbird",928
"2385",161,1,"Northern Parula",1199
"2386",161,1,"Osprey",1117
"2387",161,1,"Ovenbird",1192
"2388",161,1,"Pileated Woodpecker",1195
"2389",161,1,"Pine Warbler",1199
"2390",161,1,"Red-bellied Woodpecker",1189
"2391",161,1,"Red-eyed Vireo",1179
"2392",161,1,"Red-headed Woodpecker",1192
"2393",161,1,"Red-shouldered Hawk",1193
"2394",161,1,"Red-tailed Hawk",1200
"2395",161,1,"Red-winged Blackbird",1134
"2396",161,1,"Ruby-throated Hummingbird",1191
"2397",161,1,"Scarlet Tanager",1200
"2398",161,1,"Summer Tanager",1200
"2399",161,1,"Tufted Titmouse",1197
"2400",161,1,"Turkey Vulture",32
"2401",161,1,"White-breasted Nuthatch",1148
"2402",161,1,"White-eyed Vireo",1199
"2403",161,1,"Yellow-billed Cuckoo",1200
"2404",161,1,"Yellow-throated Vireo",1192
"2405",161,1,"Yellow-throated Warbler",1200
"2406",161,2,"Acadian Flycatcher",1200
"2407",161,2,"American Crow",1200
"2408",161,2,"American Goldfinch",1199
"2409",161,2,"American Redstart",1200
"2410",161,2,"Barred Owl",1193
"2411",161,2,"Belted Kingfisher",1198
"2412",161,2,"Black Vulture",1171
"2413",161,2,"Black-and-white Warbler",1200
"2414",161,2,"Blue Grosbeak",1200
"2415",161,2,"Blue Jay",1200
"2416",161,2,"Blue-gray Gnatcatcher",1199
"2417",161,2,"Brown Thrasher",975
"2418",161,2,"Brown-headed Cowbird",1200
"2419",161,2,"Brown-headed Nuthatch",1198
"2420",161,2,"Carolina Chickadee",1198
"2421",161,2,"Carolina Wren",1187
"2422",161,2,"Chimney Swift",1198
"2423",161,2,"Chipping Sparrow",1195
"2424",161,2,"Common Grackle",1194
"2425",161,2,"Common Yellowthroat",1199
"2426",161,2,"Downy Woodpecker",1199
"2427",161,2,"Eastern Bluebird",1200
"2428",161,2,"Eastern Kingbird",1198
"2429",161,2,"Eastern Phoebe",1169
"2430",161,2,"Eastern Towhee",1200
"2431",161,2,"Eastern Wood-Pewee",1200
"2432",161,2,"European Starling",711
"2433",161,2,"Fish Crow",1132
"2434",161,2,"Great Blue Heron",1192
"2435",161,2,"Great Crested Flycatcher",1200
"2436",161,2,"Hairy Woodpecker",1198
"2437",161,2,"House Finch",1173
"2438",161,2,"Indigo Bunting",1200
"2439",161,2,"Killdeer",663
"2440",161,2,"Mourning Dove",1198
"2441",161,2,"Northern Cardinal",1199
"2442",161,2,"Northern Flicker",1200
"2443",161,2,"Northern Mockingbird",1089
"2444",161,2,"Northern Parula",1199
"2445",161,2,"Osprey",1183
"2446",161,2,"Ovenbird",1200
"2447",161,2,"Pileated Woodpecker",1198
"2448",161,2,"Pine Warbler",1199
"2449",161,2,"Red-bellied Woodpecker",1198
"2450",161,2,"Red-eyed Vireo",1198
"2451",161,2,"Red-headed Woodpecker",1198
"2452",161,2,"Red-shouldered Hawk",1197
"2453",161,2,"Red-tailed Hawk",1200
"2454",161,2,"Red-winged Blackbird",1167
"2455",161,2,"Ruby-throated Hummingbird",1199
"2456",161,2,"Scarlet Tanager",1200
"2457",161,2,"Summer Tanager",1200
"2458",161,2,"Tufted Titmouse",1200
"2459",161,2,"Turkey Vulture",18
"2460",161,2,"White-breasted Nuthatch",1192
"2461",161,2,"White-eyed Vireo",1200
"2462",161,2,"Yellow-billed Cuckoo",1200
"2463",161,2,"Yellow-throated Vireo",1200
"2464",161,2,"Yellow-throated Warbler",1200
"2465",161,3,"Acadian Flycatcher",1199
"2466",161,3,"American Crow",1197
"2467",161,3,"American Goldfinch",1197
"2468",161,3,"American Redstart",1199
"2469",161,3,"Barred Owl",1190
"2470",161,3,"Belted Kingfisher",1197
"2471",161,3,"Black Vulture",1134
"2472",161,3,"Black-and-white Warbler",1199
"2473",161,3,"Blue Grosbeak",1199
"2474",161,3,"Blue Jay",1199
"2475",161,3,"Blue-gray Gnatcatcher",1198
"2476",161,3,"Brown Thrasher",1011
"2477",161,3,"Brown-headed Cowbird",1199
"2478",161,3,"Brown-headed Nuthatch",1198
"2479",161,3,"Carolina Chickadee",1196
"2480",161,3,"Carolina Wren",1169
"2481",161,3,"Chimney Swift",1199
"2482",161,3,"Chipping Sparrow",1197
"2483",161,3,"Common Grackle",1195
"2484",161,3,"Common Yellowthroat",1198
"2485",161,3,"Downy Woodpecker",1193
"2486",161,3,"Eastern Bluebird",1199
"2487",161,3,"Eastern Kingbird",1192
"2488",161,3,"Eastern Phoebe",1176
"2489",161,3,"Eastern Towhee",1199
"2490",161,3,"Eastern Wood-Pewee",1199
"2491",161,3,"European Starling",531
"2492",161,3,"Fish Crow",1102
"2493",161,3,"Great Blue Heron",1111
"2494",161,3,"Great Crested Flycatcher",1199
"2495",161,3,"Hairy Woodpecker",1188
"2496",161,3,"House Finch",1176
"2497",161,3,"Indigo Bunting",1199
"2498",161,3,"Killdeer",720
"2499",161,3,"Mourning Dove",1198
"2500",161,3,"Northern Cardinal",1198
"2501",161,3,"Northern Flicker",1194
"2502",161,3,"Northern Mockingbird",1017
"2503",161,3,"Northern Parula",1198
"2504",161,3,"Osprey",1158
"2505",161,3,"Ovenbird",1199
"2506",161,3,"Pileated Woodpecker",1198
"2507",161,3,"Pine Warbler",1198
"2508",161,3,"Red-bellied Woodpecker",1198
"2509",161,3,"Red-eyed Vireo",1199
"2510",161,3,"Red-headed Woodpecker",1199
"2511",161,3,"Red-shouldered Hawk",1187
"2512",161,3,"Red-tailed Hawk",1199
"2513",161,3,"Red-winged Blackbird",1183
"2514",161,3,"Ruby-throated Hummingbird",1198
"2515",161,3,"Scarlet Tanager",1199
"2516",161,3,"Summer Tanager",1199
"2517",161,3,"Tufted Titmouse",1198
"2518",161,3,"Turkey Vulture",33
"2519",161,3,"White-breasted Nuthatch",1194
"2520",161,3,"White-eyed Vireo",1198
"2521",161,3,"Yellow-billed Cuckoo",1199
"2522",161,3,"Yellow-throated Vireo",1199
"2523",161,3,"Yellow-throated Warbler",1199
"2524",162,0,"Acadian Flycatcher",1
"2525",162,0,"American Crow",1
"2526",162,0,"American Goldfinch",1
"2527",162,0,"American Redstart",1
"2528",162,0,"Barred Owl",1
"2529",162,0,"Belted Kingfisher",1
"2530",162,0,"Black Vulture",1
"2531",162,0,"Black-and-white Warbler",1
"2532",162,0,"Blue Grosbeak",1
"2533",162,0,"Blue Jay",1
"2534",162,0,"Blue-gray Gnatcatcher",1
"2535",162,0,"Brown Thrasher",1
"2536",162,0,"Brown-headed Cowbird",1
"2537",162,0,"Brown-headed Nuthatch",1
"2538",162,0,"Carolina Chickadee",1
"2539",162,0,"Carolina Wren",1
"2540",162,0,"Chimney Swift",1
"2541",162,0,"Chipping Sparrow",1
"2542",162,0,"Common Grackle",1
"2543",162,0,"Common Yellowthroat",1
"2544",162,0,"Downy Woodpecker",1
"2545",162,0,"Eastern Bluebird",1
"2546",162,0,"Eastern Kingbird",1
"2547",162,0,"Eastern Phoebe",1
"2548",162,0,"Eastern Towhee",1
"2549",162,0,"Eastern Wood-Pewee",1
"2550",162,0,"European Starling",1
"2551",162,0,"Fish Crow",1
"2552",162,0,"Great Blue Heron",1
"2553",162,0,"Great Crested Flycatcher",1
"2554",162,0,"Hairy Woodpecker",1
"2555",162,0,"House Finch",1
"2556",162,0,"Indigo Bunting",1
"2557",162,0,"Killdeer",1
"2558",162,0,"Mourning Dove",1
"2559",162,0,"Northern Cardinal",1
"2560",162,0,"Northern Flicker",1
"2561",162,0,"Northern Mockingbird",1
"2562",162,0,"Northern Parula",1
"2563",162,0,"Osprey",1
"2564",162,0,"Ovenbird",1
"2565",162,0,"Pileated Woodpecker",1
"2566",162,0,"Pine Warbler",1
"2567",162,0,"Red-bellied Woodpecker",1
"2568",162,0,"Red-eyed Vireo",1
"2569",162,0,"Red-headed Woodpecker",1
"2570",162,0,"Red-shouldered Hawk",1
"2571",162,0,"Red-tailed Hawk",1
"2572",162,0,"Red-winged Blackbird",1
"2573",162,0,"Ruby-throated Hummingbird",1
"2574",162,0,"Scarlet Tanager",1
"2575",162,0,"Summer Tanager",1
"2576",162,0,"Tufted Titmouse",1
"2577",162,0,"White-breasted Nuthatch",1
"2578",162,0,"White-eyed Vireo",1
"2579",162,0,"Yellow-billed Cuckoo",1
"2580",162,0,"Yellow-throated Vireo",1
"2581",162,0,"Yellow-throated Warbler",1
"2582",162,1,"Acadian Flycatcher",1200
"2583",162,1,"American Crow",1192
"2584",162,1,"American Goldfinch",1159
"2585",162,1,"American Redstart",1199
"2586",162,1,"Barred Owl",1152
"2587",162,1,"Belted Kingfisher",1182
"2588",162,1,"Black Vulture",985
"2589",162,1,"Black-and-white Warbler",1199
"2590",162,1,"Blue Grosbeak",1199
"2591",162,1,"Blue Jay",1193
"2592",162,1,"Blue-gray Gnatcatcher",1199
"2593",162,1,"Brown Thrasher",220
"2594",162,1,"Brown-headed Cowbird",1200
"2595",162,1,"Brown-headed Nuthatch",1193
"2596",162,1,"Carolina Chickadee",1165
"2597",162,1,"Carolina Wren",1136
"2598",162,1,"Chimney Swift",1196
"2599",162,1,"Chipping Sparrow",1171
"2600",162,1,"Common Grackle",1075
"2601",162,1,"Common Yellowthroat",1200
"2602",162,1,"Downy Woodpecker",1155
"2603",162,1,"Eastern Bluebird",1194
"2604",162,1,"Eastern Kingbird",1166
"2605",162,1,"Eastern Phoebe",1078
"2606",162,1,"Eastern Towhee",1200
"2607",162,1,"Eastern Wood-Pewee",1200
"2608",162,1,"European Starling",518
"2609",162,1,"Fish Crow",997
"2610",162,1,"Great Blue Heron",805
"2611",162,1,"Great Crested Flycatcher",1198
"2612",162,1,"Hairy Woodpecker",1022
"2613",162,1,"House Finch",1157
"2614",162,1,"Indigo Bunting",1197
"2615",162,1,"Killdeer",280
"2616",162,1,"Mourning Dove",1178
"2617",162,1,"Northern Cardinal",1183
"2618",162,1,"Northern Flicker",1190
"2619",162,1,"Northern Mockingbird",713
"2620",162,1,"Northern Parula",1199
"2621",162,1,"Osprey",1055
"2622",162,1,"Ovenbird",1189
"2623",162,1,"Pileated Woodpecker",1171
"2624",162,1,"Pine Warbler",1191
"2625",162,1,"Red-bellied Woodpecker",1180
"2626",162,1,"Red-eyed Vireo",1169
"2627",162,1,"Red-headed Woodpecker",1192
"2628",162,1,"Red-shouldered Hawk",1172
"2629",162,1,"Red-tailed Hawk",1199
"2630",162,1,"Red-winged Blackbird",988
"2631",162,1,"Ruby-throated Hummingbird",1163
"2632",162,1,"Scarlet Tanager",1200
"2633",162,1,"Summer Tanager",1200
"2634",162,1,"Tufted Titmouse",1197
"2635",162,1,"Turkey Vulture",10
"2636",162,1,"White-breasted Nuthatch",1042
"2637",162,1,"White-eyed Vireo",1194
"2638",162,1,"Yellow-billed Cuckoo",1199
"2639",162,1,"Yellow-throated Vireo",1199
"2640",162,1,"Yellow-throated Warbler",1198
"2641",162,2,"Acadian Flycatcher",1161
"2642",162,2,"American Crow",1177
"2643",162,2,"American Goldfinch",907
"2644",162,2,"American Redstart",1089
"2645",162,2,"Barred Owl",1161
"2646",162,2,"Belted Kingfisher",1064
"2647",162,2,"Black Vulture",160
"2648",162,2,"Black-and-white Warbler",1188
"2649",162,2,"Blue Grosbeak",1200
"2650",162,2,"Blue Jay",1193
"2651",162,2,"Blue-gray Gnatcatcher",1158
"2652",162,2,"Brown Thrasher",211
"2653",162,2,"Brown-headed Cowbird",1200
"2654",162,2,"Brown-headed Nuthatch",889
"2655",162,2,"Carolina Chickadee",913
"2656",162,2,"Carolina Wren",729
"2657",162,2,"Chimney Swift",1200
"2658",162,2,"Chipping Sparrow",1087
"2659",162,2,"Common Grackle",1092
"2660",162,2,"Common Yellowthroat",1190
"2661",162,2,"Downy Woodpecker",722
"2662",162,2,"Eastern Bluebird",1198
"2663",162,2,"Eastern Kingbird",746
"2664",162,2,"Eastern Phoebe",556
"2665",162,2,"Eastern Towhee",1197
"2666",162,2,"Eastern Wood-Pewee",1174
"2667",162,2,"European Starling",255
"2668",162,2,"Fish Crow",823
"2669",162,2,"Great Blue Heron",682
"2670",162,2,"Great Crested Flycatcher",1179
"2671",162,2,"Hairy Woodpecker",536
"2672",162,2,"House Finch",1102
"2673",162,2,"Indigo Bunting",1194
"2674",162,2,"Killdeer",655
"2675",162,2,"Mourning Dove",1192
"2676",162,2,"Northern Cardinal",1183
"2677",162,2,"Northern Flicker",1178
"2678",162,2,"Northern Mockingbird",637
"2679",162,2,"Northern Parula",1165
"2680",162,2,"Osprey",834
"2681",162,2,"Ovenbird",1169
"2682",162,2,"Pileated Woodpecker",1034
"2683",162,2,"Pine Warbler",1122
"2684",162,2,"Red-bellied Woodpecker",1065
"2685",162,2,"Red-eyed Vireo",777
"2686",162,2,"Red-headed Woodpecker",929
"2687",162,2,"Red-shouldered Hawk",1084
"2688",162,2,"Red-tailed Hawk",1199
"2689",162,2,"Red-winged Blackbird",915
"2690",162,2,"Ruby-throated Hummingbird",993
"2691",162,2,"Scarlet Tanager",1124
"2692",162,2,"Summer Tanager",1199
"2693",162,2,"Tufted Titmouse",1190
"2694",162,2,"Turkey Vulture",7
"2695",162,2,"White-breasted Nuthatch",792
"2696",162,2,"White-eyed Vireo",980
"2697",162,2,"Yellow-billed Cuckoo",1200
"2698",162,2,"Yellow-throated Vireo",967
"2699",162,2,"Yellow-throated Warbler",1174
"2700",162,3,"Acadian Flycatcher",1193
"2701",162,3,"American Crow",1175
"2702",162,3,"American Goldfinch",1192
"2703",162,3,"American Redstart",1184
"2704",162,3,"Barred Owl",1176
"2705",162,3,"Belted Kingfisher",1199
"2706",162,3,"Black Vulture",893
"2707",162,3,"Black-and-white Warbler",1198
"2708",162,3,"Blue Grosbeak",1199
"2709",162,3,"Blue Jay",1196
"2710",162,3,"Blue-gray Gnatcatcher",1197
"2711",162,3,"Brown Thrasher",757
"2712",162,3,"Brown-headed Cowbird",1199
"2713",162,3,"Brown-headed Nuthatch",1198
"2714",162,3,"Carolina Chickadee",1185
"2715",162,3,"Carolina Wren",1144
"2716",162,3,"Chimney Swift",1193
"2717",162,3,"Chipping Sparrow",1190
"2718",162,3,"Common Grackle",1173
"2719",162,3,"Common Yellowthroat",1197
"2720",162,3,"Downy Woodpecker",1138
"2721",162,3,"Eastern Bluebird",1193
"2722",162,3,"Eastern Kingbird",1183
"2723",162,3,"Eastern Phoebe",1133
"2724",162,3,"Eastern Towhee",1196
"2725",162,3,"Eastern Wood-Pewee",1198
"2726",162,3,"European Starling",255
"2727",162,3,"Fish Crow",1037
"2728",162,3,"Great Blue Heron",1137
"2729",162,3,"Great Crested Flycatcher",1198
"2730",162,3,"Hairy Woodpecker",1122
"2731",162,3,"House Finch",1133
"2732",162,3,"Indigo Bunting",1199
"2733",162,3,"Killdeer",862
"2734",162,3,"Mourning Dove",1193
"2735",162,3,"Northern Cardinal",1182
"2736",162,3,"Northern Flicker",1172
"2737",162,3,"Northern Mockingbird",849
"2738",162,3,"Northern Parula",1199
"2739",162,3,"Osprey",1160
"2740",162,3,"Ovenbird",1195
"2741",162,3,"Pileated Woodpecker",1161
"2742",162,3,"Pine Warbler",1197
"2743",162,3,"Red-bellied Woodpecker",1193
"2744",162,3,"Red-eyed Vireo",1155
"2745",162,3,"Red-headed Woodpecker",1191
"2746",162,3,"Red-shouldered Hawk",1164
"2747",162,3,"Red-tailed Hawk",1198
"2748",162,3,"Red-winged Blackbird",1139
"2749",162,3,"Ruby-throated Hummingbird",1184
"2750",162,3,"Scarlet Tanager",1198
"2751",162,3,"Summer Tanager",1199
"2752",162,3,"Tufted Titmouse",1198
"2753",162,3,"Turkey Vulture",29
"2754",162,3,"White-breasted Nuthatch",1172
"2755",162,3,"White-eyed Vireo",1189
"2756",162,3,"Yellow-billed Cuckoo",1199
"2757",162,3,"Yellow-throated Vireo",1191
"2758",162,3,"Yellow-throated Warbler",1199
"2759",163,0,"Acadian Flycatcher",1
"2760",163,0,"American Crow",1
"2761",163,0,"American Goldfinch",1
"2762",163,0,"American Redstart",1
"2763",163,0,"Barred Owl",1
"2764",163,0,"Belted Kingfisher",1
"2765",163,0,"Black Vulture",1
"2766",163,0,"Black-and-white Warbler",1
"2767",163,0,"Blue Grosbeak",1
"2768",163,0,"Blue Jay",1
"2769",163,0,"Blue-gray Gnatcatcher",1
"2770",163,0,"Brown Thrasher",1
"2771",163,0,"Brown-headed Cowbird",1
"2772",163,0,"Brown-headed Nuthatch",1
"2773",163,0,"Carolina Chickadee",1
"2774",163,0,"Carolina Wren",1
"2775",163,0,"Chimney Swift",1
"2776",163,0,"Chipping Sparrow",1
"2777",163,0,"Common Grackle",1
"2778",163,0,"Common Yellowthroat",1
"2779",163,0,"Downy Woodpecker",1
"2780",163,0,"Eastern Bluebird",1
"2781",163,0,"Eastern Kingbird",1
"2782",163,0,"Eastern Phoebe",1
"2783",163,0,"Eastern Towhee",1
"2784",163,0,"Eastern Wood-Pewee",1
"2785",163,0,"Fish Crow",1
"2786",163,0,"Great Blue Heron",1
"2787",163,0,"Great Crested Flycatcher",1
"2788",163,0,"Hairy Woodpecker",1
"2789",163,0,"House Finch",1
"2790",163,0,"Indigo Bunting",1
"2791",163,0,"Killdeer",1
"2792",163,0,"Mourning Dove",1
"2793",163,0,"Northern Cardinal",1
"2794",163,0,"Northern Flicker",1
"2795",163,0,"Northern Mockingbird",1
"2796",163,0,"Northern Parula",1
"2797",163,0,"Osprey",1
"2798",163,0,"Ovenbird",1
"2799",163,0,"Pileated Woodpecker",1
"2800",163,0,"Pine Warbler",1
"2801",163,0,"Red-bellied Woodpecker",1
"2802",163,0,"Red-eyed Vireo",1
"2803",163,0,"Red-headed Woodpecker",1
"2804",163,0,"Red-shouldered Hawk",1
"2805",163,0,"Red-tailed Hawk",1
"2806",163,0,"Red-winged Blackbird",1
"2807",163,0,"Ruby-throated Hummingbird",1
"2808",163,0,"Scarlet Tanager",1
"2809",163,0,"Summer Tanager",1
"2810",163,0,"Tufted Titmouse",1
"2811",163,0,"White-breasted Nuthatch",1
"2812",163,0,"White-eyed Vireo",1
"2813",163,0,"Yellow-billed Cuckoo",1
"2814",163,0,"Yellow-throated Vireo",1
"2815",163,0,"Yellow-throated Warbler",1
"2816",163,1,"Acadian Flycatcher",1200
"2817",163,1,"American Crow",1198
"2818",163,1,"American Goldfinch",1200
"2819",163,1,"American Redstart",1200
"2820",163,1,"Barred Owl",1199
"2821",163,1,"Belted Kingfisher",1199
"2822",163,1,"Black Vulture",1064
"2823",163,1,"Black-and-white Warbler",1200
"2824",163,1,"Blue Grosbeak",1200
"2825",163,1,"Blue Jay",1200
"2826",163,1,"Blue-gray Gnatcatcher",1200
"2827",163,1,"Brown Thrasher",772
"2828",163,1,"Brown-headed Cowbird",1200
"2829",163,1,"Brown-headed Nuthatch",1200
"2830",163,1,"Carolina Chickadee",1200
"2831",163,1,"Carolina Wren",1186
"2832",163,1,"Chimney Swift",1187
"2833",163,1,"Chipping Sparrow",1189
"2834",163,1,"Common Grackle",1194
"2835",163,1,"Common Yellowthroat",1200
"2836",163,1,"Downy Woodpecker",1173
"2837",163,1,"Eastern Bluebird",1200
"2838",163,1,"Eastern Kingbird",1196
"2839",163,1,"Eastern Phoebe",1199
"2840",163,1,"Eastern Towhee",1200
"2841",163,1,"Eastern Wood-Pewee",1200
"2842",163,1,"European Starling",28
"2843",163,1,"Fish Crow",860
"2844",163,1,"Great Blue Heron",1155
"2845",163,1,"Great Crested Flycatcher",1200
"2846",163,1,"Hairy Woodpecker",1159
"2847",163,1,"House Finch",1022
"2848",163,1,"Indigo Bunting",1200
"2849",163,1,"Killdeer",496
"2850",163,1,"Mourning Dove",1200
"2851",163,1,"Northern Cardinal",1199
"2852",163,1,"Northern Flicker",1192
"2853",163,1,"Northern Mockingbird",889
"2854",163,1,"Northern Parula",1200
"2855",163,1,"Osprey",1079
"2856",163,1,"Ovenbird",1200
"2857",163,1,"Pileated Woodpecker",1199
"2858",163,1,"Pine Warbler",1200
"2859",163,1,"Red-bellied Woodpecker",1199
"2860",163,1,"Red-eyed Vireo",1199
"2861",163,1,"Red-headed Woodpecker",1200
"2862",163,1,"Red-shouldered Hawk",1184
"2863",163,1,"Red-tailed Hawk",1200
"2864",163,1,"Red-winged Blackbird",1196
