"","Common.name","julian_day","n"
"2459","Scarlet Tanager",161,63
"2460","Scarlet Tanager",162,62
"2461","Scarlet Tanager",163,10
"2462","Scarlet Tanager",164,87
"2463","Scarlet Tanager",165,2
"2464","Scarlet Tanager",166,1
"2465","Scarlet Tanager",167,4
"2466","Scarlet Tanager",168,5
"2467","Scarlet Tanager",169,43
"2468","Scarlet Tanager",170,33
"2469","Scarlet Tanager",171,67
"2470","Scarlet Tanager",172,129
"2471","Scarlet Tanager",173,149
"2472","Scarlet Tanager",174,31
"2473","Scarlet Tanager",175,24
"2474","Scarlet Tanager",176,1
"2475","Scarlet Tanager",177,1
"2476","Scarlet Tanager",178,1
"2477","Scarlet Tanager",179,12
"2478","Scarlet Tanager",180,7
"2479","Scarlet Tanager",181,20
"2480","Scarlet Tanager",182,12
"2481","Scarlet Tanager",183,2
"2482","Scarlet Tanager",184,0
"2483","Scarlet Tanager",185,5
"2484","Scarlet Tanager",186,14
"2485","Scarlet Tanager",187,18
"2486","Scarlet Tanager",188,7
"2487","Scarlet Tanager",189,4
"2488","Scarlet Tanager",190,5
"2489","Scarlet Tanager",191,1
"2490","Scarlet Tanager",192,13
"2491","Scarlet Tanager",193,14
"2492","Scarlet Tanager",194,6
"2493","Scarlet Tanager",195,0
"2494","Scarlet Tanager",196,1
"2495","Scarlet Tanager",197,13
"2496","Scarlet Tanager",198,0
"2497","Scarlet Tanager",199,2
"2498","Scarlet Tanager",200,5
"2499","Scarlet Tanager",201,1
"2500","Summer Tanager",151,88
"2501","Summer Tanager",152,995
"2502","Summer Tanager",153,147
"2503","Summer Tanager",154,123
"2504","Summer Tanager",155,285
"2505","Summer Tanager",156,77
"2506","Summer Tanager",157,210
"2507","Summer Tanager",158,174
"2508","Summer Tanager",159,889
"2509","Summer Tanager",160,273
"2510","Summer Tanager",161,363
"2511","Summer Tanager",162,236
"2512","Summer Tanager",163,202
"2513","Summer Tanager",164,336
"2514","Summer Tanager",165,3
"2515","Summer Tanager",166,10
"2516","Summer Tanager",167,59
"2517","Summer Tanager",168,1
"2518","Summer Tanager",169,52
"2519","Summer Tanager",170,33
"2520","Summer Tanager",171,26
"2521","Summer Tanager",172,2
"2522","Summer Tanager",173,28
"2523","Summer Tanager",174,2
"2524","Summer Tanager",175,32
"2525","Summer Tanager",176,24
"2526","Summer Tanager",177,16
"2527","Summer Tanager",178,1
"2528","Summer Tanager",179,1
"2529","Summer Tanager",180,15
"2530","Summer Tanager",181,43
"2531","Summer Tanager",182,40
"2532","Summer Tanager",183,6
"2533","Summer Tanager",184,12
"2534","Summer Tanager",185,17
"2535","Summer Tanager",186,40
"2536","Summer Tanager",187,35
"2537","Summer Tanager",188,12
"2538","Summer Tanager",189,57
"2539","Summer Tanager",190,1
"2540","Summer Tanager",191,12
"2541","Summer Tanager",192,47
"2542","Summer Tanager",193,39
"2543","Summer Tanager",194,30
"2544","Summer Tanager",195,1
"2545","Summer Tanager",196,285
"2546","Summer Tanager",197,125
"2547","Summer Tanager",198,566
"2548","Summer Tanager",199,3
"2549","Summer Tanager",200,0
"2550","Summer Tanager",201,9
"2551","Tufted Titmouse",151,21
"2552","Tufted Titmouse",152,0
"2553","Tufted Titmouse",153,2
"2554","Tufted Titmouse",154,42
"2555","Tufted Titmouse",155,60
"2556","Tufted Titmouse",156,85
"2557","Tufted Titmouse",157,111
"2558","Tufted Titmouse",158,50
"2559","Tufted Titmouse",159,7
"2560","Tufted Titmouse",160,7
"2561","Tufted Titmouse",161,64
"2562","Tufted Titmouse",162,18
"2563","Tufted Titmouse",163,19
"2564","Tufted Titmouse",164,1
"2565","Tufted Titmouse",165,31
"2566","Tufted Titmouse",166,123
"2567","Tufted Titmouse",167,18
"2568","Tufted Titmouse",168,13
"2569","Tufted Titmouse",169,101
"2570","Tufted Titmouse",170,73
"2571","Tufted Titmouse",171,68
"2572","Tufted Titmouse",172,1
"2573","Tufted Titmouse",173,75
"2574","Tufted Titmouse",174,2
"2575","Tufted Titmouse",175,24
"2576","Tufted Titmouse",176,35
"2577","Tufted Titmouse",177,83
"2578","Tufted Titmouse",178,0
"2579","Tufted Titmouse",179,4
"2580","Tufted Titmouse",180,0
"2581","Tufted Titmouse",181,4
"2582","Tufted Titmouse",182,57
"2583","Tufted Titmouse",183,5
"2584","Tufted Titmouse",184,5
"2585","Tufted Titmouse",185,2
"2586","Tufted Titmouse",186,5
"2587","Tufted Titmouse",187,33
"2588","Tufted Titmouse",188,11
"2589","Tufted Titmouse",189,0
"2590","Tufted Titmouse",190,11
"2591","Tufted Titmouse",191,0
"2592","Tufted Titmouse",192,31
"2593","Tufted Titmouse",193,37
"2594","Tufted Titmouse",194,7
"2595","Tufted Titmouse",195,2
"2596","Tufted Titmouse",196,31
"2597","Tufted Titmouse",197,2
"2598","Tufted Titmouse",198,14
"2599","Tufted Titmouse",199,3
"2600","Tufted Titmouse",200,2
"2601","Tufted Titmouse",201,1
"2602","White-breasted Nuthatch",151,0
"2603","White-breasted Nuthatch",152,0
"2604","White-breasted Nuthatch",153,0
"2605","White-breasted Nuthatch",154,1
"2606","White-breasted Nuthatch",155,2
"2607","White-breasted Nuthatch",156,35
"2608","White-breasted Nuthatch",157,10
"2609","White-breasted Nuthatch",158,11
"2610","White-breasted Nuthatch",159,0
"2611","White-breasted Nuthatch",160,0
"2612","White-breasted Nuthatch",161,0
"2613","White-breasted Nuthatch",162,0
"2614","White-breasted Nuthatch",163,0
"2615","White-breasted Nuthatch",164,0
"2616","White-breasted Nuthatch",165,2
"2617","White-breasted Nuthatch",166,0
"2618","White-breasted Nuthatch",167,2
"2619","White-breasted Nuthatch",168,2
"2620","White-breasted Nuthatch",169,2
"2621","White-breasted Nuthatch",170,2
"2622","White-breasted Nuthatch",171,0
"2623","White-breasted Nuthatch",172,0
"2624","White-breasted Nuthatch",173,3
"2625","White-breasted Nuthatch",174,7
"2626","White-breasted Nuthatch",175,0
"2627","White-breasted Nuthatch",176,0
"2628","White-breasted Nuthatch",177,13
"2629","White-breasted Nuthatch",178,0
"2630","White-breasted Nuthatch",179,0
"2631","White-breasted Nuthatch",180,0
"2632","White-breasted Nuthatch",181,0
"2633","White-breasted Nuthatch",182,34
"2634","White-breasted Nuthatch",183,0
"2635","White-breasted Nuthatch",184,0
"2636","White-breasted Nuthatch",185,1
"2637","White-breasted Nuthatch",186,0
"2638","White-breasted Nuthatch",187,71
"2639","White-breasted Nuthatch",188,15
"2640","White-breasted Nuthatch",189,0
"2641","White-breasted Nuthatch",190,34
"2642","White-breasted Nuthatch",191,0
"2643","White-breasted Nuthatch",192,0
"2644","White-breasted Nuthatch",193,1
"2645","White-breasted Nuthatch",194,0
"2646","White-breasted Nuthatch",195,3
"2647","White-breasted Nuthatch",196,0
"2648","White-breasted Nuthatch",197,0
"2649","White-breasted Nuthatch",198,69
"2650","White-breasted Nuthatch",199,0
"2651","White-breasted Nuthatch",200,0
"2652","White-breasted Nuthatch",201,0
"2653","White-eyed Vireo",151,0
"2654","White-eyed Vireo",152,1
"2655","White-eyed Vireo",153,0
"2656","White-eyed Vireo",154,0
"2657","White-eyed Vireo",155,1
"2658","White-eyed Vireo",156,0
"2659","White-eyed Vireo",157,0
"2660","White-eyed Vireo",158,0
"2661","White-eyed Vireo",159,4
"2662","White-eyed Vireo",160,0
"2663","White-eyed Vireo",161,1
"2664","White-eyed Vireo",162,0
"2665","White-eyed Vireo",163,0
"2666","White-eyed Vireo",164,0
"2667","White-eyed Vireo",165,0
"2668","White-eyed Vireo",166,0
"2669","White-eyed Vireo",167,0
"2670","White-eyed Vireo",168,0
"2671","White-eyed Vireo",169,1
"2672","White-eyed Vireo",170,0
"2673","White-eyed Vireo",171,0
"2674","White-eyed Vireo",172,0
"2675","White-eyed Vireo",173,0
"2676","White-eyed Vireo",174,0
"2677","White-eyed Vireo",175,0
"2678","White-eyed Vireo",176,0
"2679","White-eyed Vireo",177,0
"2680","White-eyed Vireo",178,0
"2681","White-eyed Vireo",179,0
"2682","White-eyed Vireo",180,1
"2683","White-eyed Vireo",181,0
"2684","White-eyed Vireo",182,0
"2685","White-eyed Vireo",183,0
"2686","White-eyed Vireo",184,0
"2687","White-eyed Vireo",185,0
"2688","White-eyed Vireo",186,0
"2689","White-eyed Vireo",187,0
"2690","White-eyed Vireo",188,0
"2691","White-eyed Vireo",189,0
"2692","White-eyed Vireo",190,0
"2693","White-eyed Vireo",191,0
"2694","White-eyed Vireo",192,0
"2695","White-eyed Vireo",193,1
"2696","White-eyed Vireo",194,0
"2697","White-eyed Vireo",195,0
"2698","White-eyed Vireo",196,0
"2699","White-eyed Vireo",197,1
"2700","White-eyed Vireo",198,13
"2701","White-eyed Vireo",199,0
"2702","White-eyed Vireo",200,0
"2703","White-eyed Vireo",201,0
"2704","Yellow-billed Cuckoo",151,0
"2705","Yellow-billed Cuckoo",152,0
"2706","Yellow-billed Cuckoo",153,0
"2707","Yellow-billed Cuckoo",154,1
"2708","Yellow-billed Cuckoo",155,6
"2709","Yellow-billed Cuckoo",156,1
"2710","Yellow-billed Cuckoo",157,4
"2711","Yellow-billed Cuckoo",158,0
"2712","Yellow-billed Cuckoo",159,3
"2713","Yellow-billed Cuckoo",160,3
"2714","Yellow-billed Cuckoo",161,1
"2715","Yellow-billed Cuckoo",162,1
"2716","Yellow-billed Cuckoo",163,2
"2717","Yellow-billed Cuckoo",164,6
"2718","Yellow-billed Cuckoo",165,15
"2719","Yellow-billed Cuckoo",166,4
"2720","Yellow-billed Cuckoo",167,8
"2721","Yellow-billed Cuckoo",168,11
"2722","Yellow-billed Cuckoo",169,3
"2723","Yellow-billed Cuckoo",170,39
"2724","Yellow-billed Cuckoo",171,0
"2725","Yellow-billed Cuckoo",172,5
"2726","Yellow-billed Cuckoo",173,9
"2727","Yellow-billed Cuckoo",174,15
"2728","Yellow-billed Cuckoo",175,25
"2729","Yellow-billed Cuckoo",176,13
"2730","Yellow-billed Cuckoo",177,29
"2731","Yellow-billed Cuckoo",178,8
"2732","Yellow-billed Cuckoo",179,13
"2733","Yellow-billed Cuckoo",180,0
"2734","Yellow-billed Cuckoo",181,0
"2735","Yellow-billed Cuckoo",182,0
"2736","Yellow-billed Cuckoo",183,10
"2737","Yellow-billed Cuckoo",184,74
"2738","Yellow-billed Cuckoo",185,6
"2739","Yellow-billed Cuckoo",186,3
"2740","Yellow-billed Cuckoo",187,10
"2741","Yellow-billed Cuckoo",188,2
"2742","Yellow-billed Cuckoo",189,1
"2743","Yellow-billed Cuckoo",190,0
"2744","Yellow-billed Cuckoo",191,2
"2745","Yellow-billed Cuckoo",192,0
"2746","Yellow-billed Cuckoo",193,26
"2747","Yellow-billed Cuckoo",194,56
"2748","Yellow-billed Cuckoo",195,48
"2749","Yellow-billed Cuckoo",196,2
"2750","Yellow-billed Cuckoo",197,0
"2751","Yellow-billed Cuckoo",198,0
"2752","Yellow-billed Cuckoo",199,4
"2753","Yellow-billed Cuckoo",200,3
"2754","Yellow-billed Cuckoo",201,0
"2755","Yellow-throated Vireo",151,100
"2756","Yellow-throated Vireo",152,76
"2757","Yellow-throated Vireo",153,58
"2758","Yellow-throated Vireo",154,84
"2759","Yellow-throated Vireo",155,121
"2760","Yellow-throated Vireo",156,120
"2761","Yellow-throated Vireo",157,37
"2762","Yellow-throated Vireo",158,14
"2763","Yellow-throated Vireo",159,87
"2764","Yellow-throated Vireo",160,49
"2765","Yellow-throated Vireo",161,56
"2766","Yellow-throated Vireo",162,201
"2767","Yellow-throated Vireo",163,190
"2768","Yellow-throated Vireo",164,222
"2769","Yellow-throated Vireo",165,230
"2770","Yellow-throated Vireo",166,149
"2771","Yellow-throated Vireo",167,131
"2772","Yellow-throated Vireo",168,108
"2773","Yellow-throated Vireo",169,58
"2774","Yellow-throated Vireo",170,66
"2775","Yellow-throated Vireo",171,107
"2776","Yellow-throated Vireo",172,192
"2777","Yellow-throated Vireo",173,316
"2778","Yellow-throated Vireo",174,678
"2779","Yellow-throated Vireo",175,443
"2780","Yellow-throated Vireo",176,13
"2781","Yellow-throated Vireo",177,9
"2782","Yellow-throated Vireo",178,5
"2783","Yellow-throated Vireo",179,7
"2784","Yellow-throated Vireo",180,23
"2785","Yellow-throated Vireo",181,26
"2786","Yellow-throated Vireo",182,4
"2787","Yellow-throated Vireo",183,74
"2788","Yellow-throated Vireo",184,15
"2789","Yellow-throated Vireo",185,13
"2790","Yellow-throated Vireo",186,16
"2791","Yellow-throated Vireo",187,18
"2792","Yellow-throated Vireo",188,12
"2793","Yellow-throated Vireo",189,31
"2794","Yellow-throated Vireo",190,61
"2795","Yellow-throated Vireo",191,4
"2796","Yellow-throated Vireo",192,16
"2797","Yellow-throated Vireo",193,24
"2798","Yellow-throated Vireo",194,11
"2799","Yellow-throated Vireo",195,33
"2800","Yellow-throated Vireo",196,10
"2801","Yellow-throated Vireo",197,4
"2802","Yellow-throated Vireo",198,0
"2803","Yellow-throated Vireo",199,4
"2804","Yellow-throated Vireo",200,6
"2805","Yellow-throated Vireo",201,0
"2806","Yellow-throated Warbler",151,2
"2807","Yellow-throated Warbler",152,22
"2808","Yellow-throated Warbler",153,40
"2809","Yellow-throated Warbler",154,207
"2810","Yellow-throated Warbler",155,6
"2811","Yellow-throated Warbler",156,0
"2812","Yellow-throated Warbler",157,2
"2813","Yellow-throated Warbler",158,7
"2814","Yellow-throated Warbler",159,3
"2815","Yellow-throated Warbler",160,91
"2816","Yellow-throated Warbler",161,6
"2817","Yellow-throated Warbler",162,6
"2818","Yellow-throated Warbler",163,64
"2819","Yellow-throated Warbler",164,3
"2820","Yellow-throated Warbler",165,0
"2821","Yellow-throated Warbler",166,18
"2822","Yellow-throated Warbler",167,0
"2823","Yellow-throated Warbler",168,16
"2824","Yellow-throated Warbler",169,14
"2825","Yellow-throated Warbler",170,3
"2826","Yellow-throated Warbler",171,3
"2827","Yellow-throated Warbler",172,0
"2828","Yellow-throated Warbler",173,0
"2829","Yellow-throated Warbler",174,74
"2830","Yellow-throated Warbler",175,29
"2831","Yellow-throated Warbler",176,8
"2832","Yellow-throated Warbler",177,11
"2833","Yellow-throated Warbler",178,1
"2834","Yellow-throated Warbler",179,23
"2835","Yellow-throated Warbler",180,5
"2836","Yellow-throated Warbler",181,11
"2837","Yellow-throated Warbler",182,45
"2838","Yellow-throated Warbler",183,7
"2839","Yellow-throated Warbler",184,8
"2840","Yellow-throated Warbler",185,0
"2841","Yellow-throated Warbler",186,0
"2842","Yellow-throated Warbler",187,10
"2843","Yellow-throated Warbler",188,1
"2844","Yellow-throated Warbler",189,0
"2845","Yellow-throated Warbler",190,0
"2846","Yellow-throated Warbler",191,0
"2847","Yellow-throated Warbler",192,6
"2848","Yellow-throated Warbler",193,0
"2849","Yellow-throated Warbler",194,0
"2850","Yellow-throated Warbler",195,1
"2851","Yellow-throated Warbler",196,2
"2852","Yellow-throated Warbler",197,0
"2853","Yellow-throated Warbler",198,4
"2854","Yellow-throated Warbler",199,0
"2855","Yellow-throated Warbler",200,1
"2856","Yellow-throated Warbler",201,1
